obdb_id,brewery_name,brewery_type,street,city,state,postal_code,website_url,longitude,latitude,brewery_id
capitol-city-brewing-co-washington,Capitol City Brewing Co,contract,2 Massachusetts Ave NE,Washington,District of Columbia,20002-4945,http://www.capcitybrew.com,-77.0082686,38.8979293,2466
capstan-bar-brewing-company-hampton,Capstan Bar Brewing Company,micro,2036 Exploration Way,Hampton,Virginia,23666-6260,http://www.capstanbarbrewing.com,-76.3994756,37.082339,2467
captain-lawrence-brewing-co-elmsford,Captain Lawrence Brewing Co,regional,444 Saw Mill River Rd Ste 100,Elmsford,New York,10523-1031,http://www.captainlawrencebrewing.com,-73.839113,41.03486,2468
caracara-brewing-company-lockhart,Caracara Brewing Company,micro,100 E Market St,Lockhart,Texas,78644-2747,http://www.caracarabrewingcompany.com,-97.672065,29.883798,2469
carbondale-beer-works-carbondale,Carbondale Beer Works,brewpub,647 Main St,Carbondale,Colorado,81623-1934,http://www.carbondalebeerworks.com,-107.2134909,39.40060712,2470
cardinal-craft-brewing-academy-skagit-valley-college-burlington,Cardinal Craft Brewing Academy/ Skagit Valley College,micro,15579 Peterson Rd,Burlington,Washington,98233-3625,http://www.skagit.edu,-122.3533958,48.4719343,2471
careys-brew-house-corning,Carey's Brew House,brewpub,58 Bridge St,Corning,New York,14830-2239,http://www.careysbrewhouse.com,-77.06089704,42.15025771,2472
carillon-brewing-company-dayton,Carillon Brewing Company,brewpub,1000 Carillon Blvd,Dayton,Ohio,45409-2023,http://www.carillonbrewingco.org,-84.20121,39.730102,2473
carlyle-brewing-co-rockford,Carlyle Brewing Co,brewpub,215 E State St,Rockford,Illinois,61104-1010,http://www.carlylebrewing.com,-89.09053,42.2689989,2474
carmody-irish-pub-and-brewing-duluth,Carmody Irish Pub & Brewing,brewpub,308 E Superior St,Duluth,Minnesota,55802-2120,http://www.carmodyirishpub.com,-92.09418809,46.78986799,2475
carolina-brewery-chapel-hill-chapel-hill,Carolina Brewery - Chapel Hill,brewpub,460 W Franklin St,Chapel Hill,North Carolina,27516,http://www.carolinabrewery.com,-79.0627304,35.9106269,2476
carolina-brewery-pittsboro-pittsboro,Carolina Brewery - Pittsboro,micro,120 Lowes Dr Ste 100,Pittsboro,North Carolina,27312-8872,http://www.carolinabrewery.com,-79.1652429,35.7438093,2477
carolina-brewing-co-holly-springs,Carolina Brewing Co,micro,140 Thomas Mill Rd,Holly Springs,North Carolina,27540-9372,http://www.carolinabrew.com,-78.85444105,35.6561051,2478
carroll-brewing-co-carroll,Carroll Brewing Co.,micro,226 E 5th St,Carroll,Iowa,51401-2743,http://www.carrollbrewing.com,-94.86534008,42.06385868,2479
carters-brewing-billings,Carters Brewing,micro,2526 Montana Ave,Billings,Montana,59101-2313,http://www.cartersbrewing.com,-108.5016538,45.78291334,2480
carton-brewing-co-atlantic-highlands,Carton Brewing Co,micro,6 E Washington Ave,Atlantic Highlands,New Jersey,07716-1230,http://www.cartonbrewing.com,-74.0381651,40.4117685,2481
carver-brewing-co-durango,Carver Brewing Co,brewpub,1022 Main Ave,Durango,Colorado,81301-5124,http://carverbrewing.com,-107.8800415,37.2748415,2482
cascade-brewing-portland,Cascade Brewing,brewpub,7424 SW Beaverton Hillsdale Hwy,Portland,Oregon,97225-2149,http://www.cascadebrewing.com,-122.699417,45.478513,2483
cascade-brewing-barrel-house-portland,Cascade Brewing Barrel House,micro,939 SE Belmont St,Portland,Oregon,97214-2519,http://www.cascadebrewing.com,-122.6560057,45.5167536,2484
cascade-brewing-blending-house-beaverton,Cascade Brewing Blending House,micro,6770 SW 111th Ave,Beaverton,Oregon,97008-5336,http://www.cascadebrewing.com,-122.7900557,45.4709556,2485
cascadia-brewing-co-olympia,Cascadia Brewing Co.,closed,211 4th Ave E,Olympia,Washington,98501-1104,http://www.cascadiahomebrew.com,-122.900174,47.04491273,2486
castle-island-brewing-co-norwood,Castle Island Brewing Co.,micro,31 Astor Ave,Norwood,Massachusetts,02062-5016,http://www.castleislandbeer.com,-71.19186438,42.16931297,2487
casual-animal-kansas-city,Casual Animal,micro,1725 McGee St,Kansas City,Missouri,64108,http://www.casualanimalbrewing.com,-94.57977386,39.0924045,2488
catalina-island-brew-house-avalon,Catalina Island Brew House,micro,417 Crescent Ave,Avalon,California,90704,http://www.catalinaislandbrewhouse.com,-118.3256345,33.3434987,2489
catawba-brewing-co-morganton,Catawba Brewing Co,regional,212 S Green St,Morganton,North Carolina,28655-3525,http://www.CatawbaBrewing.com,-81.68543695,35.74471934,2490
catfish-charlies-catfish-creek-brew-pub-dubuque,Catfish Charlies / Catfish Creek Brew Pub,brewpub,1630 E 16th St,Dubuque,Iowa,52001-2306,http://www.catfishcharliesdubuque.com,-90.65372886,42.51225898,2491
catskill-brewery-livingston-manor,Catskill Brewery,micro,672 Old Route 17,Livingston Manor,New York,12758-0033,http://www.catskillbrewery.com,-74.827173,41.911407,2492
cave-brewing-co-bethlehem,Cave Brewing Co,micro,1407 Seidersville Rd,Bethlehem,Pennsylvania,18015-4219,http://www.cavebrewing.com,-75.3464618,40.5910341,2493
cavendish-brewing-company-gastonia,Cavendish Brewing Company,micro,207 N Chester St,Gastonia,North Carolina,28052-2234,http://www.cavendishbrewing.com,-81.18741223,35.26577507,2494
cayucos-brewing-co-cayucos,Cayucos Brewing Co,contract,136 Ocean Front Ln,Cayucos,California,93430-1649,http://www.cayucosbeer.com,-120.9021884,35.44711022,2495
cebula-craft-brewing-llc-dba-gamecraft-brewing-laguna-hills,Cebula Craft Brewing LLC dba GameCraft Brewing,planning,,Laguna Hills,California,92653-1589,http://www.gamecraftbrewing.com,-117.6882067,33.5948758,2496
cedar-crest-brewing-and-wine-bar-red-bluff,Cedar Crest Brewing and Wine Bar,brewpub,615 Main St,Red Bluff,California,96080-3343,http://www.facebook.com/enjoythestoreredbluff,-122.2344167,40.17675757,2497
cellar-brewing-co-sparta,Cellar Brewing Co,brewpub,133 E Division St,Sparta,Michigan,49345-1329,http://www.cellarbrewingco.com,-85.70639839,43.16082496,2498
cellarmaker-brewing-company-san-francisco,Cellarmaker Brewing Company,micro,1150 Howard St,San Francisco,California,94103-3914,http://www.cellarmakerbrewing.com,-122.4106996,37.7771589,2499
cellarmans-pub-and-brewery-sherman,Cellarman's Pub & Brewery,brewpub,2130 Texoma Pkwy,Sherman,Texas,75090-2622,http://www.cellarmanspub.com,-96.59953011,33.66188865,2500
center-ice-brewing-company-saint-louis,Center Ice Brewing Company,micro,3126 Olive St.,Saint Louis,Missouri,63103,http://www.centericebrewery.com,-90.22430637,38.63530006,2501
centerpoint-brewing-indianapolis,Centerpoint Brewing,micro,1125 E Brookside Ave,Indianapolis,Indiana,46202-3587,http://www.centerpointbrewing.com,-86.13740465,39.78129031,2502
central-coast-brewing-co-higuera-st-san-luis-obispo,Central Coast Brewing Co - Higuera St.,brewpub,6 Higuera St.,San Luis Obispo,California,93401,,-120.6709908,35.2651725,2503
central-machine-works-austin,Central Machine Works,micro,4824 E Cesar Chavez St,Austin,Texas,78702-5135,http://cmwbrewery.com/,-97.7037665,30.2520225,2504
central-standard-brewing-wichita,Central Standard Brewing,micro,156 S Greenwood St,Wichita,Kansas,67211-1815,http://www.drinkcsb.com,-97.3184245,37.6846165,2505
central-state-brewing-indianapolis,Central State Brewing,micro,4001 E 26th St,Indianapolis,Indiana,46218,http://centralstatebrewing.com,-86.099105,39.805091,2506
central-waters-brewing-co-amherst,Central Waters Brewing Co,regional,351 Allen St,Amherst,Wisconsin,54406-8954,http://www.centralwaters.com,-89.27970182,44.4422503,2507
cerberus-brewing-company-colorado-springs,Cerberus Brewing Company,brewpub,702 W Colorado Ave,Colorado Springs,Colorado,80905-1539,http://www.cerberusbrewingco.com,-104.8374071,38.8330574,2508
cercis-brewing-company-columbus,Cercis Brewing Company,micro,106 N Dickason Blvd,Columbus,Wisconsin,53925-,,-89.01542922,43.33907788,2509
cerebral-brewing-denver,Cerebral Brewing,micro,1477 Monroe St,Denver,Colorado,80206-2708,http://www.cerebralbrewing.com,-104.9451783,39.73968253,2510
cerveceria-del-pueblo-pasadena,Cerveceria Del Pueblo,planning,,Pasadena,California,91105-1822,,-118.1444779,34.1476452,2511
chagrin-beer-company-chagrin-falls,Chagrin Beer Company,contract,178 E Washington St,Chagrin Falls,Ohio,44022-2978,,-81.38518067,41.42999722,2512
chain-reaction-brewing-company-denver,Chain Reaction Brewing Company,micro,902 S Lipan St,Denver,Colorado,80223-2717,http://www.chainreactionbrewingco.com,-105.001629,39.69879376,2513
chainline-brewing-company-kirkland,Chainline Brewing Company,closed,503 6th St S,Kirkland,Washington,98033-6717,http://www.chainlinebrewing.com,-122.1967583,47.6717847,2514
chainline-brewing-company-taproom-at-urban-kirkland,Chainline Brewing Company Taproom at Urban,micro,500 Uptown Ct Ste 210,Kirkland,Washington,98033-5375,http://www.chainlinebrewing.com,-122.19855,47.67924,2515
chandeleur-island-brewing-company-gulfport,Chandeleur Island Brewing Company,micro,2711 14th St,Gulfport,Mississippi,39501-1928,http://www.chandeleurbrew.com,-89.09540702,30.367827,2516
chandlers-ford-brewing-llc-huntsville,Chandler's Ford Brewing LLC,planning,,Huntsville,Alabama,35802,http://chandlersfordbrewing.com,-86.5859011,34.729847,2517
channel-brewing-co-stockton,Channel Brewing Co.,micro,110 N San Joaquin St,Stockton,California,95209-4506,http://www.channelbrewing.co,-121.2874106,37.95439196,2518
chaos-bay-brewing-co-bremerton,Chaos Bay Brewing Co,micro,2901 Perry Ave,Bremerton,Washington,98310-4945,https://www.chaosbaybrewing.com,-122.61450837196746,47.589326012301775,2519
chaos-brewing-joplin,Chaos Brewing,micro,112 S Main St,Joplin,Missouri,64801,http://www.chaosbrewing.beer,-94.514437,37.1027,2520
chapman-crafted-beer-orange,Chapman Crafted Beer,micro,123 N Cypress St,Orange,California,92866-1309,http://www.chapmancrafted.beer,-117.856454,33.788493,2521
chapmans-brewing-company-angola,Chapman's Brewing Company,brewpub,300 Industrial Dr,Angola,Indiana,46703-1053,http://www.chapmansbrewing.com,-85.00164782,41.64836256,2522
charles-towne-fermentory-charleston,Charles Towne Fermentory,micro,809 Savannah Hwy,Charleston,South Carolina,29407-7278,http://www.chsfermentory.com,-79.985096,32.781811,2523
charleville-vineyard-and-microbrewery-sainte-genevieve,Charleville Vineyard & Microbrewery,micro,16937 Boyd Rd,Sainte Genevieve,Missouri,63670-7914,http://www.charlevillevineyard.com,-90.150279,37.757916,2524
charlies-steak-ribs-and-ale-branson,"Charlie's Steak, Ribs & Ale",brewpub,3009 W 76 Country Blvd,Branson,Missouri,65616-8312,http://www.charliesbranson.com,-93.275808,36.639618,2525
charter-oak-brewing-company-llc-danbury,Charter Oak Brewing Company LLC,contract,39B Shelter Rock Rd,Danbury,Connecticut,06810-7043,http://www.charteroakbrewing.com,-73.40421711,41.3961903,2526
chase-brewing-company-chase-tap-room-lexington,Chase Brewing Company / Chase Tap Room,brewpub,266 Jefferson St,Lexington,Kentucky,40508-1217,http://www.chasebrewing.com,-84.4986682,38.0546834,2527
chatham-brewing-llc-chatham,Chatham Brewing LLC,micro,59 Main St,Chatham,New York,12037-1249,http://www.chathambrewing.com,-73.59546931,42.36315065,2528
chattabrewchee-southern-brewhouse-west-point,Chattabrewchee Southern Brewhouse,micro,709 4th Ave,West Point,Georgia,31833-1506,http://www.chattabrewchee.com,-85.18536152,32.87625763,2529
chattanooga-brewing-co-chattanooga,Chattanooga Brewing Co,micro,1804 Chestnut St,Chattanooga,Tennessee,37408-1027,http://www.chattabrew.com,-85.31443025,35.03633349,2530
chatty-monks-brewing-company-west-reading,Chatty Monks Brewing Company,brewpub,610 Penn Ave,West Reading,Pennsylvania,19611-1004,http://www.chattymonks.com,-75.95000063,40.3357192,2531
chau-tien-beer-company-fairfield,Chau Tien Beer Company,contract,,Fairfield,California,94533-0244,http://www.paleale.com,-122.0399663,38.2493581,2532
cheaha-brewing-co-anniston,Cheaha Brewing Co,brewpub,1208 Walnut Ave,Anniston,Alabama,36201-4526,http://www.cheahabrewingcompany.com,-85.83377405,33.6601671,2533
cheboygan-brewing-co-cheboygan,Cheboygan Brewing Co,micro,101 N Main St,Cheboygan,Michigan,49721-1637,http://www.cheboyganbrewing.com,-84.4743633,45.647403,2534
check-six-brewing-co-southport,Check Six Brewing Co,micro,5130 Southport Supply Rd SE,Southport,North Carolina,28461-9261,http://www.checksixbeer.com,-78.0477587,33.952339,2535
checkerspot-brewing-company-baltimore,Checkerspot Brewing Company,brewpub,175 W Ostend St,Baltimore,Maryland,21230,http://www.checkerspotbrewing.com,-76.6195028,39.2749156,2536
cheeky-monkey-brewing-co-lucky-strike-jillians-boston,Cheeky Monkey Brewing Co / Lucky Strike Jillians,brewpub,3 Lansdowne St,Boston,Massachusetts,02215-3412,http://www.cheekymonkeyboston.com,-71.0946215,42.34729,2537
chelsea-craft-brewing-co-llc-bronx,Chelsea Craft Brewing Co Llc,micro,463 E 173rd St,Bronx,New York,10457-8105,http://www.chelseacraftbrewing.com,-73.9015282,40.841904,2538
cherokee-brewing-pizza-company-dalton,Cherokee Brewing + Pizza Company,brewpub,207-B West Cuyler St,Dalton,Georgia,30720,http://www.cherokeebrewingandpizza.com,-84.96940721,34.76976664,2539
chesapeake-brewing-co-annapolis,Chesapeake Brewing Co,brewpub,114 West St,Annapolis,Maryland,21401-2802,http://www.chesbrewco.com,-76.4974843,38.9780984,2540
chesepiooc-real-ale-brewery-crofton,Chesepiooc Real Ale Brewery,micro,2408 Crofton Blvd,Crofton,Maryland,21114,http://www.brewcrab.com,-76.69804666,39.01687169,2541
chestnut-brew-works-morgantown,Chestnut Brew Works,micro,444 Brockway Ave,Morgantown,West Virginia,26501,http://www.chestnutbrewworks.com,-79.9507513,39.6272755,2542
chetco-brewing-company-brookings,Chetco Brewing Company,micro,830 Railroad St,Brookings,Oregon,97415,http://www.chetcobrew.com,-124.2875954,42.0521588,2543
chicago-beer-company-chicago,Chicago Beer Company,contract,1140 W Randolph St,Chicago,Illinois,60607-1619,http://www.chicagobeerco.com,-87.65589165,41.88434,2544
chicago-brewing-co-nv-las-vegas,Chicago Brewing Co - NV,brewpub,2201 S Fort Apache Rd,Las Vegas,Nevada,89117-5704,http://www.chicagobrewingcolv.com,-115.2983835,36.1475868,2545
chief-springs-fire-and-irons-brew-pub-dayton,Chief Spring's Fire and Irons Brew Pub,brewpub,148 E Main St,Dayton,Washington,99328-1351,http://www.fireandironsbrewpub.com,-117.9811345,46.3192285,2546
chili-line-brewing-co-santa-fe,Chili Line Brewing Co.,brewpub,204 N. Guadalupe St.,Santa Fe,New Mexico,87501-1827,http://www.chililinebrewery@gmail.com,-105.9435314,35.68947555,2547
chimera-brewing-company-fort-worth,Chimera Brewing Company,brewpub,1001 W Magnolia Ave,Fort Worth,Texas,76104-4504,http://www.chimerabrew.com,-97.33528782,32.7303843,2548
choc-beer-co-krebs,Choc Beer Co,micro,120 S West 8th St,Krebs,Oklahoma,74554-0066,http://www.petes.org,-95.7247222,34.9258333,2549
choteau-creek-brewing-company-wagner,Choteau Creek Brewing Company,micro,40228 296th St,Wagner,South Dakota,57380-6968,http://www.facebook.com/loveourbeer,-98.1387997,43.11037166,2550
christian-moerlein-brewing-co-cincinnati,Christian Moerlein Brewing Co,regional,1621 Moore St,Cincinnati,Ohio,45202-6438,http://www.christianmoerlein.com,-84.51533432,39.11322509,2551
chubby-squirrel-brewing-company-fairfax,Chubby Squirrel Brewing Company,brewpub,10382 Willard Way,Fairfax,Virginia,22030-2508,http://www.chubbysquirrelbrewing.com,-77.30201557,38.84818941,2552
chuckanut-south-nut-burlington,Chuckanut - South Nut,micro,11937 Higgins Airport Way,Burlington,Washington,98233-5312,https://chuckanutbrewery.com/south-nut/,-122.411968,48.473804,2553
chuckanut-brewery-north-nut-bellingham,Chuckanut Brewery - North Nut,micro,601 W Holly St,Bellingham,Washington,98225-3920,https://chuckanutbrewery.com/north-nut/,-122.4851164,48.7533261,2554
chula-vista-brewery-chula-vista,Chula Vista Brewery,micro,294 Third Ave,Chula Vista,California,91910-2701,http://www.chulavistabrewery.com,-117.080369,32.641495,2555
church-brew-workslawrenceville-brewery-inc-pittsburgh,Church Brew Works/Lawrenceville Brewery Inc.,brewpub,3525 Liberty Ave,Pittsburgh,Pennsylvania,15201-1324,http://www.churchbrew.com,-79.9643613,40.4620769,2556
cibolo-creek-brewing-co-boerne,Cibolo Creek Brewing Co.,brewpub,448 S Main St,Boerne,Texas,78006-2338,http://www.cibolocreekbrewing.com,-98.72996029,29.79015427,2557
ciclops-cyderi-and-brewery-spartanburg,Ciclops Cyderi and Brewery,brewpub,197 E Saint John St,Spartanburg,South Carolina,29306-5121,http://www.ciclopscyderiandbrewery.com,-81.92952168,34.95241345,2558
cigar-city-brewing-co-tampa,Cigar City Brewing Co,regional,3924 W Spruce St,Tampa,Florida,33607-2441,http://www.cigarcitybrewing.com,-82.509195,27.959172,2559
cinderlands-beer-co-pittsburgh,Cinderlands Beer Co.,brewpub,3705 Butler St,Pittsburgh,Pennsylvania,15201-1819,http://www.cinderlands.com,-79.9224894,40.4884044,2560
circa-brewing-co-brooklyn,Circa Brewing Co,brewpub,141 Lawrence St,Brooklyn,New York,11201,http://www.circabrewing.co,-73.986155,40.6917243,2561
circle-7-brew-works-monroe,Circle 7 Brew Works,closed,20290 Corbridge Rd SE,Monroe,Washington,98272-8602,,-121.9584645,47.86794845,2562
cisco-brewers-nantucket,Cisco Brewers,micro,5 Bartlett Farm Rd,Nantucket,Massachusetts,02554-4341,http://www.ciscobrewers.com,-70.1292845,41.26135815,2563
city-acre-brewing-co-houston,City Acre Brewing Co,brewpub,3418 Topping St,Houston,Texas,77093,http://www.cityacrebrewing.com,-95.3350882,29.8570358,2564
city-barrel-brewing-kitchen-kansas-city,City Barrel Brewing + Kitchen,brewpub,1740 Holmes St,Kansas City,Missouri,64108-1803,http://www.citybarrelbrewing.com,-94.575464,39.091892,2565
city-brewing-co-la-crosse,City Brewing Co,regional,925 3rd St S,La Crosse,Wisconsin,54601-4411,http://www.citybrewery.com,-91.25335046,43.80435523,2566
city-lights-brewing-co-milwaukee,City Lights Brewing Co.,micro,2200 W Mount Vernon Ave,Milwaukee,Wisconsin,53233-2672,http://www.citylightsbrewing.com,-88.0118646,43.0339815,2567
city-service-brewing-darlington,City Service Brewing,micro,404 Main St,Darlington,Wisconsin,53530-1428,http://www.cityservicebrewing.wixsite.com,-90.11787155,42.68028418,2568
city-star-brewing-berthoud,City Star Brewing,micro,321 Mountain Avenue,Berthoud,Colorado,80513-,http://www.citystarbrewing.com,-105.0809465,40.30505214,2569
civil-life-brewing-company-saint-louis,Civil Life Brewing Company,brewpub,3714 Holt Ave,Saint Louis,Missouri,63116-2614,http://www.thecivillife.com,-90.25807165,38.5908973,2570
civil-society-brewing-co-jupiter,Civil Society Brewing Co,micro,1200 Town Center Dr Ste 101,Jupiter,Florida,33458-5257,http://www.civilsocietybrewing.com,-80.11462571,26.88964636,2571
claimstake-brewing-company-rancho-cordova,Claimstake Brewing Company,micro,11366 Monier Park Pl,Rancho Cordova,California,95742-6856,http://www.claimstakebrewing.com,-121.2607634,38.58185916,2572
clairvoyant-brewing-boise,Clairvoyant Brewing,micro,2800 W Idaho St,Boise,Idaho,83702-4628,http://www.clairvoyantbrewing.com,-116.225417,43.622812,2573
clarion-river-brewing-company-clarion,Clarion River Brewing Company,brewpub,600 Main St # 604,Clarion,Pennsylvania,16214-1108,http://www.clarionriverbrew.com,-79.6789283,41.14649162,2574
